classcombo,advantage,competency,Alcohol.Tolerance.Perk,Allundean,Archery,Armor.Making,Armor.Repair,Axe.Making,Backstab,Bandage,Bandage.Making,Bash,Basketweaving,Bendune,Better.Movement.Regeneration,Blind.Fighting,Blowgun.Use,Bludgeoning.Weapons,Bow.Making,Brew,Cavilish,Charge,Chopping.Weapons,City.Forage,City.Hunt,City.Stealth,Clayworking,Climb,Clothworking,Club.Making,Cooking,Crossbow.Use,Customcraft,Direction.Sense,Disarm,Dual.Wield,Dyeing,Feather.Working,Flee,Fletchery,Floristry,Forage,Guarding,Hack,Haggle,Hide.city,Hide.wilderness,Hitch.2.Mounts,Hunt.city,Hunt.wilderness,Instrument.Making,Jewelry.Making,Kick,Knife.Making,Learn.Languages.Perk,Learn.Ride.Faster,Leatherworking,Listen.city,Listen.wilderness,Lumberjacking,Mirukkium,Pain.Tolerance.Perk,Parry,Peek,Pick,Pick.Making,Piercing.Weapons,Pilot,Poisoning,Rescue,Ride,Riposte,Sap,Scan,Search,Shield.Use,Skinning,Slashing.Weapons,Sleight.of.Hand,Sling.Use,Sneak.city,Sneak.wilderness,Spear.Making,Steal,Stonecrafting,Subdue,Sword.Making,Tame.Mounts,Tanning,Tent.Making,Threaten,Throw,Tool.Making,Tribal.Accent,Two.Handed,Value,Wagon.Making,Watch,Wilderness.Forage,Wilderness.Hunt,Wilderness.Quit,Wilderness.Stealth,Woodworking
Infiltrator Swordsman,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,3,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,3,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0
Infiltrator Tailors,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,4,0,3,4,0,0,0,4,3,0,3,0,0,3,0,0,3,4,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,3,0,0,4,3,0,4,3,0,0,0,0,0,0,0
Infiltrator Thief,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,4,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Thug,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Touched.Drovian,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,2,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,1,0
Infiltrator Touched.Elkros,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,3,0,3,0,0,0,3,0,0,0,0,3,0,0,0,1,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Touched.Rukkian,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,2,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,3,2,0,0,0,0,0,4,0,0,4,3,0,0,1,0,0,0,0
Infiltrator Touched.Suk.Krathi,Criminal,Light combat,0,3,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,3,3,0,0,4,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,3,0,0,3,1,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Touched.Vivaduan,Criminal,Light combat,1,0,0,0,0,0,4,3,0,3,0,0,0,3,4,3,0,3,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,3,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,1,0,0,0,0
Infiltrator Touched.Whiran,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,3,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,1,0
Infiltrator Wastelander,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,4,1,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,3,0,3,4,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,4,4,3,0,0,1,0,1,0,0
Infiltrator Weaponscrafter,Criminal,Light combat,0,0,0,0,0,4,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,4,3,4,0,0,0,4,0,0,3,0,0,3,0,0,3,4,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,4,0,0,2,4,0,0,0,0,4,3,0,4,3,0,0,0,0,0,0,0
Labourer Archer,City,Mixed,0,0,4,0,3,3,0,0,3,3,3,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,4,0,3,3,3,3,3,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Armormaker,City,Mixed,0,0,0,4,4,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,3,0,3,3,0,4,3,3,3,0,0,0,0,0,0,0,3,3,0,0,4,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,4,0,0,0,3,0,3,3,0,4,0,0,0,0,0
Labourer Bandit,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,4,1,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,4,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,3,0,3,0,3,0,0,4,0,0,1,1,0
Labourer Bard,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,3,0,0,0,0,0,4,0,3,3,1,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,3,3,0,0,0,3,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Berserker,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,3,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,3,3,0,3,0,3,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Bounty.Hunter,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,1,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,0,0,3,3,0,0,3,3,0,0,0,4,3,3,0,1,3,0,0,0,3,0,0,3,3,0,3,4,0,3,0,3,0,3,0,0,0,0,3,3,3,0,3,0,0,0,3,0,3,0,0,4,0,1,0,0,0
Labourer Bruiser,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,3,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,3,3,0,3,0,3,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Caravan.Guide,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,4,0,0,0,3,0,0,3,0,3,0,0,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,0,1,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,3,0,3,3,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,3,0,4,0,0,1,0,0
Labourer Con.Artist,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,1,3,0,3,0,3,3,0,0,3,3,0,0,4,3,0,4,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,3,0,0,3,0,0,3,0,0,0,4,0,3,0,3,4,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,3,0,4,0,0,0,0,0
Labourer Crafter,City,Mixed,0,0,0,0,3,3,0,0,3,3,4,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,0,3,3,0,0,3,3,4,0,3,3,0,4,3,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,4,1,3,0,3,0,0,0,3,0,3,3,0,4,0,0,0,0,0
Labourer Custom.Crafter,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,4,0,3,0,0,4,0,0,0,0,0
Labourer Forester,City,Mixed,0,0,0,0,3,4,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,4,3,3,0,3,3,3,0,0,3,3,0,4,3,3,3,0,0,0,0,2,0,0,3,3,0,0,0,4,0,4,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,2,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,3,0,4,0,1,0,0,4
Labourer Grebber,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,1,0,0,3,3,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,3,0,0,4,3,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,1,1,0,1,0
Labourer Guard,City,Mixed,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,2,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer House.Servant,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,1,3,0,3,0,3,3,0,0,3,3,0,0,3,3,3,4,3,3,0,3,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,3,0,3,0,0,0,4,0,3,0,3,3,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Hunter,City,Mixed,0,0,3,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,3,0,0,4,0,3,4,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,1,0,1,0
Labourer Jeweler,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,3,3,3,0,4,3,3,3,0,0,0,0,0,0,4,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,3,0,4,0,0,0,0,0
Labourer Lancer,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,3,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,3,3,0,3,0,3,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Linguist,City,Mixed,0,4,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,1,0,0,4,0,3,4,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Marksman,City,Mixed,0,0,3,0,3,3,0,0,3,3,3,0,0,0,3,3,4,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,4,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Master.Chef,City,Mixed,1,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,1,0,0,3,0,3,0,4,3,0,3,3,3,0,0,3,3,0,4,3,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,3,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,3,0,4,1,0,0,0,0
Labourer Master.Trader,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,4,0,3,0,0,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,4,0,0,1,0,0,0,0,3,3,0,0,0,4,4,3,0,1,3,0,0,0,3,3,0,3,3,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,4,0,4,0,0,0,0,0
Labourer Mercenary,City,Mixed,1,0,0,0,4,3,0,0,3,3,3,0,1,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,3,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Mountaineer,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,3,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,3,0,0,4,0,3,0,3,0,3,0,3,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,1,0,1,1,0
Labourer Nomad,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,4,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,3,0,0,1,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,4,0,0,4,0,3,2,3,0,3,0,0,3,0,3,1,3,0,3,0,0,0,3,4,3,0,0,4,0,0,1,0,0
Labourer Outdoorsman,City,Mixed,0,0,3,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,4,3,3,0,0,3,3,0,4,3,3,0,0,3,0,0,3,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,3,3,0,3,0,3,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,1,1,1,1,0
Labourer Outlaw,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,1,1,3,3,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,4,3,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,1,0,1,0
Labourer Physician,City,Mixed,0,0,0,0,3,3,0,4,4,3,3,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,4,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Pit.Fighter,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,3,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,3,3,0,3,0,3,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Poisoner,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,3,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,4,3,0,0,0,4,0,3,3,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Reaver,City,Mixed,0,0,0,0,4,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Rogue,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,1,3,3,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,3,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,3,0,3,0,0,3,0,0,0,4,4,3,0,3,0,3,4,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Slipknife,City,Mixed,0,0,0,0,3,3,4,0,3,3,3,0,0,0,3,3,0,0,0,0,3,0,0,1,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,3,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,3,3,0,0,0,4,0,3,0,3,3,3,3,0,0,0,3,1,3,0,3,0,0,3,3,0,3,0,0,4,0,0,0,0,0
Labourer Swordsman,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,3,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Tailors,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,3,3,0,0,3,3,3,0,3,3,0,4,3,3,3,0,0,0,0,0,0,3,3,3,0,0,3,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,3,0,4,0,0,0,0,0
Labourer Thief,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,1,1,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,3,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,3,0,0,3,0,0,3,0,0,3,4,0,3,0,3,3,3,3,0,0,4,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Thug,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,3,4,0,3,0,3,0,3,0,0,0,0,3,3,3,0,3,0,3,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Touched.Drovian,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,3,0,3,0,0,0,0,3,0,0,1,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,3,3,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,3,3,0,0,0,4,0,3,0,3,0,3,2,2,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,1,0
Labourer Touched.Elkros,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,3,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Touched.Rukkian,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,2,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,2,0,3,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,1,0,0,0,0
Labourer Touched.Suk.Krathi,City,Mixed,0,3,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,4,3,0,0,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,1,0,0,4,0,3,3,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0
Labourer Touched.Vivaduan,City,Mixed,1,0,0,0,3,3,0,3,3,3,3,0,0,0,0,3,0,3,0,0,3,1,0,0,3,0,3,0,3,3,0,0,3,3,0,0,3,3,3,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,1,0,0,0,0
Labourer Touched.Whiran,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,1,3,0,3,0,3,3,0,0,3,3,0,0,3,3,0,4,3,3,0,2,2,0,0,0,0,0,3,3,0,0,0,4,3,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,3,3,0,0,3,1,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,1,0
Labourer Wastelander,City,Mixed,0,0,0,0,3,3,0,0,3,3,3,4,1,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,3,3,3,0,0,3,3,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,3,0,0,4,3,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,0,0,3,4,3,0,0,4,1,0,1,0,0
Labourer Weaponscrafter,City,Mixed,0,0,0,0,3,4,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,4,3,3,0,0,3,3,0,0,3,3,0,4,3,3,3,0,0,0,0,0,0,0,3,4,0,0,0,4,0,3,0,1,3,0,0,0,3,0,0,3,0,0,0,4,0,3,0,3,0,3,0,0,4,0,3,1,4,0,3,0,0,0,3,0,3,3,0,4,0,0,0,0,0
Miscreant Archer,Criminal,Mixed,0,0,4,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,0,0,0,1,1,1,0,4,0,0,3,4,0,3,0,3,3,3,3,3,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0
Miscreant Armormaker,Criminal,Mixed,0,0,0,4,4,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,1,1,1,0,4,0,0,3,3,0,0,0,3,3,0,3,0,0,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,4,3,3,0,4,0,0,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,4,0,0,3,3,0,3,3,0,4,0,0,0,0,0
Miscreant Bandit,Criminal,Mixed,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,3,0,1,1,1,0,4,0,0,3,3,0,3,0,3,0,0,3,0,0,4,0,0,3,4,4,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,3,3,0,4,0,4,0,3,4,4,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,3,3,0,0,3,3,0,4,0,0,1,1,0
